node;gateway;RSSI;SNR;TOA;SF;BW;TXPOWER;FREQ;CHANNEL;DISTANCE;ENERGY;STATUS
46;0;-149.83660799566863;-26.80570812574919;741.376;11;125;14;868500000;868500000;4563.02465476574;18.62252315046846;LOST
35;0;-116.56347774004249;6.467422129876951;659.456;12;250;14;867500000;867500000;3806.6963367203325;16.56478578577581;RECEIVED
17;0;-123.47109027931032;-0.4401904093908797;92.672;10;500;14;868500000;868500000;1941.1177192535233;2.3278153938085575;RECEIVED
91;0;-131.47761086456688;-8.446710994647447;329.728;12;500;14;867500000;867500000;3733.1253662313566;8.282392892887906;RECEIVED
80;0;-115.74991257294502;7.280987296974416;370.688;10;125;14;867900000;867900000;4698.658212724139;9.31126157523423;RECEIVED
2;0;-140.68400353675074;-17.6531036668313;185.344;9;125;14;867500000;867500000;4728.986783656727;4.655630787617115;LOST
68;0;-142.5751839881764;-19.544284118256968;51.456;8;250;14;867500000;867500000;4760.218692455212;1.2925162821975693;LOST
78;0;-138.71144657574857;-15.68054670582913;185.344;10;250;14;867700000;867700000;3882.2065890418558;4.655630787617115;LOST
38;0;-135.51765325250312;-12.486753382583686;102.912;8;125;14;867500000;867500000;3536.670185357973;2.5850325643951386;LOST
59;0;-110.64467776760463;12.386222102314804;741.376;11;125;14;868100000;868100000;930.3526213216148;18.62252315046846;RECEIVED
33;0;-119.60243969591312;3.428460174006318;56.57600000000001;7;125;14;867700000;867700000;2713.2010614770147;1.4211248674908599;RECEIVED
28;0;-126.1212964542041;-3.0903965842846617;185.344;9;125;14;867700000;867700000;3918.62488636001;4.655630787617115;RECEIVED
75;0;-110.45391473466343;12.57698513525601;14.144000000000002;7;500;14;868500000;868500000;1250.7957467148663;0.35528121687271497;RECEIVED
10;0;-133.70205882633098;-10.671158956411546;92.672;10;500;14;867500000;867500000;4363.23102757578;2.3278153938085575;LOST
49;0;-132.36865888894707;-9.33775901902763;25.728;8;500;14;867900000;867900000;2361.7808958495707;0.6462581410987847;LOST
42;0;-122.98965193901074;0.04124793090869616;92.672;9;250;14;867500000;867500000;3168.4560909061056;2.3278153938085575;RECEIVED
33;0;-115.24353284785374;7.787367022065695;102.912;8;125;14;867300000;867300000;2713.2010614770147;2.5850325643951386;RECEIVED
2;0;-133.6224868781636;-10.591587008244176;164.864;11;500;14;867500000;867500000;4728.986783656727;4.141196446443953;LOST
36;0;-145.4935566880053;-22.46265681808586;185.344;10;250;14;867300000;867300000;4715.756779139484;4.655630787617115;LOST
97;0;-122.59755267405853;0.43334719586090387;51.456;8;250;14;867900000;867900000;4679.94957237789;1.2925162821975693;RECEIVED
67;0;-101.19118616547213;21.839713704447306;1318.912;12;125;14;868100000;868100000;657.6724108551308;33.12957157155162;RECEIVED
64;0;-130.1478145467056;-7.116914676786166;370.688;10;125;14;868100000;868100000;4852.087488906192;9.31126157523423;RECEIVED
89;0;-120.7213555120251;2.309544357894339;102.912;8;125;14;867500000;867500000;3181.3325824251697;2.5850325643951386;RECEIVED
80;0;-148.179341623809;-25.148441753889557;659.456;12;250;14;867100000;867100000;4698.658212724139;16.56478578577581;LOST
67;0;-113.97912684954154;9.051773020377894;14.144000000000002;7;500;14;867100000;867100000;657.6724108551308;0.35528121687271497;RECEIVED
61;0;-125.07551214849636;-2.0446122785769205;741.376;11;125;14;867900000;867900000;1871.8808722779343;18.62252315046846;RECEIVED
